BULLET FOR MY VALENTINE;YOUR BETRAYAL;2010
EINSTURZENDE NEUBAUTEN;DIE INTERIMSLIEBENDEN;1993
GYM CLASS HEROES (feat Patrick Stump);CUPID’S CHOKEHOLD;2005
JOHNNY HALLIDAY;QUE JE T’AIME;1969
TOTO;I’LL SUPPLY THE LOVE;1978
CILLA BLACK;LOVE’S JUST A BROKEN HEART;1966
SARA BAREILLES;LOVE SONG;2007
NEW ORDER;LOVE VIGILANTES;1985
THE EMOTIONS;BEST OF MY LOVE;1977
‘T HOF VAN COMMERCE;BAES;2012
MORPHINE;SUPERSEX;1995
BRUCE SPRINGSTEEN;VALENTINE’S DAY;1987
